BEGIN_YEARMONTH,STATE_FIPS,BEGIN_TIME,TOR_F_SCALE,STATE,CZ_NAME,TOR_LENGTH,TOR_WIDTH
199610,37.0,445,F0,NORTH CAROLINA,BRUNSWICK,0.4,15.0
199611,48.0,550,F0,TEXAS,JIM WELLS,0.0,10.0
199608,12.0,1533,F0,FLORIDA,BREVARD,0.1,20.0
199603,12.0,1405,F1,FLORIDA,JACKSON,7.0,100.0
199604,21.0,330,F1,KENTUCKY,BARREN,0.5,100.0
199604,21.0,334,F1,KENTUCKY,BARREN,3.0,200.0
199609,1.0,50,F2,ALABAMA,MARSHALL,2.5,80.0
199604,17.0,1955,F3,ILLINOIS,CHAMPAIGN,2.0,1500.0
199604,17.0,2008,F0,ILLINOIS,VERMILION,0.1,100.0
199603,1.0,1855,F1,ALABAMA,COOSA,3.0,100.0
199610,17.0,1740,F0,ILLINOIS,CUMBERLAND,2.5,50.0
199603,5.0,2045,F1,ARKANSAS,LAWRENCE,11.0,40.0
199603,13.0,1145,F0,GEORGIA,LAURENS,0.1,10.0
199603,13.0,430,F1,GEORGIA,JEFFERSON,3.5,200.0
199603,1.0,1630,F0,ALABAMA,WASHINGTON,4.0,300.0
199603,1.0,1634,F0,ALABAMA,WASHINGTON,5.0,300.0
199604,28.0,740,F1,MISSISSIPPI,CARROLL,6.0,200.0
199609,27.0,1710,F0,MINNESOTA,WASHINGTON,0.1,50.0
199604,21.0,426,F2,KENTUCKY,LINCOLN,12.0,300.0
199611,13.0,600,F1,GEORGIA,LAURENS,4.0,50.0
199608,20.0,2057,F0,KANSAS,FINNEY,0.5,20.0
199608,48.0,1820,F0,TEXAS,JACKSON,0.5,50.0
199607,42.0,920,F2,PENNSYLVANIA,CLARION,7.5,100.0
199604,18.0,108,F2,INDIANA,FLOYD,1.0,100.0
199603,1.0,1852,F1,ALABAMA,ELMORE,2.0,100.0
199607,42.0,1015,F1,PENNSYLVANIA,CLEARFIELD,10.0,200.0
199607,20.0,1924,F0,KANSAS,ELLIS,0.5,20.0
199607,42.0,1830,F1,PENNSYLVANIA,FRANKLIN,3.0,440.0
199607,42.0,1835,F1,PENNSYLVANIA,CUMBERLAND,3.0,50.0
199607,42.0,935,F2,PENNSYLVANIA,JEFFERSON,2.5,100.0
199608,12.0,1650,F0,FLORIDA,BREVARD,0.2,20.0
199603,1.0,1805,F1,ALABAMA,DALLAS,4.0,70.0
199609,48.0,2215,F0,TEXAS,FALLS,0.1,30.0
199707,36.0,1820,F2,NEW YORK,COLUMBIA,1.0,100.0
199707,27.0,1855,F0,MINNESOTA,FARIBAULT,4.0,50.0
199707,12.0,1625,F0,FLORIDA,CHARLOTTE,0.2,5.0
199708,17.0,1558,F0,ILLINOIS,KNOX,0.2,50.0
199708,17.0,1604,F0,ILLINOIS,STARK,0.1,10.0
199706,12.0,1200,F0,FLORIDA,ORANGE,0.2,30.0
199707,12.0,1230,F0,FLORIDA,HILLSBOROUGH,0.3,5.0
199707,30.0,1550,F0,MONTANA,YELLOWSTONE,0.0,0.0
199708,12.0,1535,F0,FLORIDA,LEE,0.5,5.0
199707,39.0,1800,F2,OHIO,GREENE,0.2,300.0
199707,56.0,1509,F0,WYOMING,BIG HORN,0.0,50.0
199707,39.0,1815,F1,OHIO,LICKING,0.3,25.0
199708,39.0,1415,F0,OHIO,ADAMS,1.0,50.0
199707,36.0,1518,F0,NEW YORK,ALLEGANY,0.2,15.0
199708,31.0,1708,F0,NEBRASKA,PERKINS,2.3,50.0
199708,31.0,1721,F0,NEBRASKA,PERKINS,11.0,50.0
199707,38.0,1426,F0,NORTH DAKOTA,CASS,0.2,25.0
199707,38.0,1445,F0,NORTH DAKOTA,CASS,0.2,25.0
199708,38.0,1817,F0,NORTH DAKOTA,STUTSMAN,0.1,10.0
199708,38.0,2015,F1,NORTH DAKOTA,STUTSMAN,0.2,25.0
199707,38.0,1408,F0,NORTH DAKOTA,WARD,12.0,15.0
199707,12.0,1538,F0,FLORIDA,PALM BEACH,0.2,25.0
199707,38.0,1510,F0,NORTH DAKOTA,CASS,0.2,25.0
199708,46.0,1615,F0,SOUTH DAKOTA,CODINGTON,0.1,10.0
199707,46.0,1825,F0,SOUTH DAKOTA,HUGHES,0.5,30.0
199707,46.0,2230,F1,SOUTH DAKOTA,DEUEL,1.0,120.0
199708,19.0,1950,F1,IOWA,FLOYD,5.0,150.0
199707,38.0,1402,F0,NORTH DAKOTA,RENVILLE,9.0,15.0
199707,19.0,1555,F0,IOWA,LYON,0.1,50.0
199707,1.0,1702,F0,ALABAMA,BALDWIN,0.1,30.0
199707,38.0,1900,F0,NORTH DAKOTA,MERCER,0.2,10.0
199707,38.0,2010,F0,NORTH DAKOTA,WARD,0.2,10.0
199707,46.0,1553,F0,SOUTH DAKOTA,LINCOLN,0.1,50.0
199707,46.0,1600,F0,SOUTH DAKOTA,LINCOLN,0.1,50.0
199707,38.0,1355,F0,NORTH DAKOTA,WARD,0.5,10.0
199707,38.0,1418,F0,NORTH DAKOTA,BOTTINEAU,0.2,10.0
199707,29.0,1741,F0,MISSOURI,WAYNE,0.2,30.0
199707,26.0,1515,F1,MICHIGAN,ARENAC,3.0,150.0
199707,45.0,0,F1,SOUTH CAROLINA,CHESTER,0.1,25.0
199707,25.0,1705,F2,MASSACHUSETTS,BERKSHIRE,4.5,600.0
199707,40.0,1805,F0,OKLAHOMA,OSAGE,0.1,30.0
199706,48.0,1913,F0,TEXAS,WHEELER,0.1,25.0
199707,12.0,1258,F0,FLORIDA,OSCEOLA,0.3,30.0
199707,55.0,1500,F0,WISCONSIN,MARATHON,0.2,75.0
199707,38.0,1350,F0,NORTH DAKOTA,MCINTOSH,3.0,20.0
199707,31.0,1830,F0,NEBRASKA,MADISON,0.1,10.0
199707,26.0,1441,F1,MICHIGAN,SAGINAW,2.0,60.0
199707,26.0,1450,F1,MICHIGAN,SAGINAW,0.3,45.0
199707,26.0,1510,F1,MICHIGAN,SAGINAW,2.0,60.0
199707,26.0,1520,F1,MICHIGAN,SAGINAW,0.3,45.0
199707,26.0,1520,F1,MICHIGAN,GENESEE,2.0,60.0
199707,26.0,1520,F1,MICHIGAN,GENESEE,1.5,75.0
199707,26.0,1615,F1,MICHIGAN,LAPEER,1.0,1000.0
199707,55.0,1500,F0,WISCONSIN,MARATHON,0.1,15.0
199707,20.0,1430,F0,KANSAS,SHERMAN,2.0,50.0
199706,48.0,1922,F0,TEXAS,COLLINGSWORTH,0.1,25.0
199707,46.0,2046,F0,SOUTH DAKOTA,KINGSBURY,0.1,50.0
199707,27.0,50,F0,MINNESOTA,YELLOW MEDICINE,0.2,50.0
199707,27.0,157,F0,MINNESOTA,MCLEOD,0.1,50.0
199707,26.0,1541,F1,MICHIGAN,LIVINGSTON,10.0,30.0
199707,26.0,1632,F1,MICHIGAN,OAKLAND,0.3,25.0
199707,26.0,1700,F2,MICHIGAN,WAYNE,5.0,2500.0
199707,27.0,1612,F0,MINNESOTA,HUBBARD,0.5,25.0
199707,29.0,1215,F0,MISSOURI,NEW MADRID,0.2,20.0
199707,46.0,2110,F0,SOUTH DAKOTA,KINGSBURY,0.1,50.0
199707,46.0,2230,F0,SOUTH DAKOTA,KINGSBURY,0.1,50.0
199707,46.0,2245,F0,SOUTH DAKOTA,KINGSBURY,2.0,100.0
199708,48.0,1835,F0,TEXAS,RUNNELS,0.1,10.0
199708,53.0,1330,F0,WASHINGTON,YAKIMA,1.0,25.0
199707,25.0,1636,F1,MASSACHUSETTS,BERKSHIRE,1.3,75.0
199707,26.0,1400,F1,MICHIGAN,CRAWFORD,3.0,150.0
199707,26.0,1410,F1,MICHIGAN,OSCODA,10.0,150.0
199707,51.0,1216,F1,VIRGINIA,NORFOLK (C),1.0,50.0
199707,20.0,415,F1,KANSAS,NEMAHA,2.0,25.0
199707,26.0,1713,F0,MICHIGAN,MACOMB,0.7,100.0
199706,48.0,1720,F1,TEXAS,WHEELER,2.0,100.0
199707,36.0,1623,F1,NEW YORK,COLUMBIA,5.3,100.0
199707,36.0,1817,F1,NEW YORK,COLUMBIA,1.2,200.0
199706,48.0,1746,F3,TEXAS,WHEELER,9.0,600.0
199706,48.0,1849,F1,TEXAS,COLLINGSWORTH,0.5,200.0
199706,48.0,1909,F0,TEXAS,COLLINGSWORTH,0.5,50.0
199707,46.0,1650,F0,SOUTH DAKOTA,DAY,0.3,20.0
199706,48.0,1220,F0,TEXAS,DALLAM,0.2,25.0
199706,48.0,1230,F0,TEXAS,HARTLEY,0.1,50.0
199707,48.0,1833,F0,TEXAS,BAILEY,0.1,10.0
199708,18.0,2022,F0,INDIANA,ST. JOSEPH,0.5,30.0
199708,31.0,1750,F0,NEBRASKA,SEWARD,0.3,10.0
199708,12.0,1900,F0,FLORIDA,LEE,0.1,5.0
199708,8.0,1700,F0,COLORADO,SEDGWICK,0.1,50.0
199707,12.0,1431,F0,FLORIDA,PALM BEACH,0.2,25.0
199707,29.0,1147,F0,MISSOURI,NEW MADRID,0.2,30.0
199707,12.0,1710,F0,FLORIDA,COLLIER,0.2,15.0
199707,39.0,1930,F3,OHIO,CLERMONT,12.0,500.0
199707,56.0,1333,F0,WYOMING,SUBLETTE,3.0,100.0
199707,56.0,1454,F0,WYOMING,CONVERSE,0.1,8.0
199708,42.0,1400,F1,PENNSYLVANIA,SULLIVAN,5.0,50.0
199706,31.0,1925,F1,NEBRASKA,HALL,6.0,75.0
199707,20.0,1915,F1,KANSAS,GEARY,2.5,50.0
199706,48.0,1748,F0,TEXAS,HUTCHINSON,0.2,50.0
199708,39.0,1948,F0,OHIO,LORAIN,0.1,10.0
199706,48.0,1745,F0,TEXAS,CULBERSON,0.8,80.0
199701,12.0,2145,F1,FLORIDA,SANTA ROSA,1.1,50.0
199708,53.0,1711,F0,WASHINGTON,SNOHOMISH,0.5,20.0
199708,53.0,1622,F0,WASHINGTON,GRAYS HARBOR,0.5,20.0
199707,55.0,1922,F1,WISCONSIN,DANE,2.7,175.0
199706,48.0,2035,F1,TEXAS,WICHITA,0.7,60.0
199706,40.0,1710,F0,OKLAHOMA,MCINTOSH,0.1,30.0
199706,40.0,2040,F0,OKLAHOMA,OKMULGEE,0.1,30.0
199706,48.0,1425,F0,TEXAS,CARSON,0.1,25.0
199707,26.0,1530,F3,MICHIGAN,GENESEE,2.0,1000.0
199707,26.0,1545,F3,MICHIGAN,GENESEE,1.7,1500.0
199707,55.0,1641,F0,WISCONSIN,WAUSHARA,0.1,10.0
199707,53.0,1555,F1,WASHINGTON,STEVENS,1.0,100.0
199707,31.0,1605,F0,NEBRASKA,KIMBALL,0.1,7.0
199707,17.0,1635,F0,ILLINOIS,MCDONOUGH,0.0,0.0
199708,38.0,1650,F0,NORTH DAKOTA,STUTSMAN,0.1,10.0
199708,38.0,1740,F0,NORTH DAKOTA,STUTSMAN,0.1,10.0
199708,38.0,1753,F0,NORTH DAKOTA,STUTSMAN,0.1,10.0
199707,19.0,1036,F0,IOWA,PLYMOUTH,0.5,50.0
199707,12.0,1330,F0,FLORIDA,MIAMI-DADE,0.2,10.0
199707,45.0,24,F0,SOUTH CAROLINA,CHESTERFIELD,1.5,75.0
199706,48.0,2050,F0,TEXAS,YOUNG,0.1,25.0
199706,48.0,2110,F1,TEXAS,YOUNG,0.1,35.0
199706,56.0,1434,F0,WYOMING,CARBON,0.1,5.0
199707,45.0,2253,F2,SOUTH CAROLINA,LEXINGTON,3.5,200.0
199707,19.0,930,F1,IOWA,PALO ALTO,1.0,40.0
199707,17.0,1430,F1,ILLINOIS,DU PAGE,3.0,150.0
199707,37.0,1910,F0,NORTH CAROLINA,GREENE,0.5,100.0
199708,31.0,1730,F0,NEBRASKA,KIMBALL,0.1,9.0
199706,12.0,1450,F0,FLORIDA,LEE,0.1,5.0
199707,46.0,1617,F0,SOUTH DAKOTA,LINCOLN,0.1,50.0
199707,27.0,1820,F0,MINNESOTA,STEELE,0.1,25.0
199706,48.0,2010,F0,TEXAS,ROBERTS,0.1,25.0
199707,46.0,1845,F1,SOUTH DAKOTA,HUGHES,2.0,75.0
199706,12.0,1740,F0,FLORIDA,POLK,0.1,5.0
199706,12.0,1911,F0,FLORIDA,POLK,0.1,5.0
199706,12.0,1320,F0,FLORIDA,LEE,0.2,5.0
199707,27.0,1810,F2,MINNESOTA,WRIGHT,5.0,550.0
199707,27.0,1810,F2,MINNESOTA,WRIGHT,2.0,400.0
199707,25.0,1758,F1,MASSACHUSETTS,FRANKLIN,8.5,100.0
199707,27.0,1522,F0,MINNESOTA,CLAY,0.5,25.0
199706,48.0,1625,F0,TEXAS,RANDALL,0.1,25.0
199707,33.0,1813,F1,NEW HAMPSHIRE,CHESHIRE,2.0,100.0
199707,33.0,1855,F2,NEW HAMPSHIRE,HILLSBOROUGH,2.0,250.0
199706,54.0,1415,F0,WEST VIRGINIA,GRANT,0.3,20.0
199706,27.0,1338,F0,MINNESOTA,WRIGHT,0.1,50.0
199706,48.0,1459,F0,TEXAS,MOORE,0.2,50.0
199706,48.0,1523,F0,TEXAS,MOORE,0.1,25.0
199706,12.0,1930,F0,FLORIDA,COLLIER,0.2,25.0
199707,56.0,1450,F0,WYOMING,CONVERSE,0.1,7.0
199707,56.0,1500,F0,WYOMING,CONVERSE,0.1,9.0
199707,56.0,1558,F0,WYOMING,CONVERSE,0.1,6.0
199707,38.0,1826,F2,NORTH DAKOTA,RENVILLE,0.2,30.0
199707,19.0,1137,F0,IOWA,CHEROKEE,0.1,50.0
199707,17.0,1450,F1,ILLINOIS,WILL,2.0,150.0
199707,17.0,1610,F0,ILLINOIS,ROCK ISLAND,0.1,10.0
199707,18.0,1540,F2,INDIANA,MADISON,5.0,110.0
199706,48.0,2242,F1,TEXAS,JACK,8.0,100.0
199707,6.0,1555,F0,CALIFORNIA,LOS ANGELES,0.1,5.0
199706,48.0,1433,F0,TEXAS,JEFF DAVIS,0.3,40.0
199707,37.0,1431,F0,NORTH CAROLINA,BRUNSWICK,0.1,10.0
199707,37.0,1440,F0,NORTH CAROLINA,BRUNSWICK,0.1,10.0
199707,20.0,2011,F0,KANSAS,DICKINSON,4.0,50.0
199706,48.0,2050,F1,TEXAS,CLAY,6.5,100.0
199707,30.0,1345,F0,MONTANA,BEAVERHEAD,0.1,50.0
199706,41.0,1137,F0,OREGON,BENTON,1.5,25.0
199707,21.0,2005,F0,KENTUCKY,JEFFERSON,0.5,75.0
199707,21.0,2000,F0,KENTUCKY,PULASKI,0.2,30.0
199707,8.0,1400,F1,COLORADO,DOUGLAS,0.1,50.0
199707,48.0,1505,F0,TEXAS,JEFFERSON,1.5,20.0
199707,19.0,1625,F0,IOWA,LYON,0.1,50.0
199707,19.0,1740,F0,IOWA,PLYMOUTH,0.1,50.0
199707,25.0,1658,F1,MASSACHUSETTS,FRANKLIN,4.5,100.0
199706,40.0,2000,F0,OKLAHOMA,OKFUSKEE,0.1,30.0
199708,21.0,1755,F0,KENTUCKY,BATH,0.1,20.0
199707,46.0,302,F0,SOUTH DAKOTA,DAY,0.3,25.0
199707,27.0,2004,F0,MINNESOTA,PINE,4.0,100.0
199707,30.0,1455,F0,MONTANA,GALLATIN,0.1,20.0
199707,30.0,1518,F0,MONTANA,GALLATIN,0.1,20.0
199708,31.0,1525,F0,NEBRASKA,KEITH,0.1,20.0
199708,31.0,1655,F0,NEBRASKA,SHERIDAN,0.1,15.0
199706,8.0,1605,F0,COLORADO,WELD,0.1,50.0
199706,8.0,1610,F1,COLORADO,ADAMS,0.1,50.0
199707,25.0,1822,F1,MASSACHUSETTS,BERKSHIRE,0.5,100.0
199707,20.0,1424,F0,KANSAS,GREELEY,0.1,30.0
199707,55.0,1347,F0,WISCONSIN,WALWORTH,0.1,50.0
199707,55.0,1838,F1,WISCONSIN,DANE,1.0,100.0
199708,31.0,1453,F0,NEBRASKA,DEUEL,0.1,25.0
199706,8.0,1900,F1,COLORADO,MORGAN,0.1,50.0
199706,8.0,1757,F0,COLORADO,ADAMS,0.1,50.0
199708,12.0,1718,F0,FLORIDA,HIGHLANDS,0.8,10.0
199707,27.0,1845,F0,MINNESOTA,DODGE,0.2,50.0
199707,19.0,2020,F0,IOWA,HOWARD,3.0,70.0
199707,45.0,20,F1,SOUTH CAROLINA,KERSHAW,1.5,85.0
199707,45.0,2332,F0,SOUTH CAROLINA,RICHLAND,1.5,75.0
199707,45.0,2348,F2,SOUTH CAROLINA,KERSHAW,6.0,125.0
199707,45.0,2314,F1,SOUTH CAROLINA,RICHLAND,3.0,100.0
199707,38.0,1910,F0,NORTH DAKOTA,PIERCE,0.1,10.0
199707,31.0,1620,F0,NEBRASKA,KIMBALL,0.1,8.0
199707,56.0,1602,F0,WYOMING,LARAMIE,0.1,8.0
199708,31.0,1825,F1,NEBRASKA,DUNDY,0.3,50.0
199707,8.0,1855,F0,COLORADO,ELBERT,0.1,50.0
199707,27.0,1733,F0,MINNESOTA,DODGE,0.2,50.0
199708,18.0,1755,F0,INDIANA,DEARBORN,0.5,100.0
199708,42.0,1730,F2,PENNSYLVANIA,ERIE,2.0,100.0
199708,39.0,1809,F0,OHIO,RICHLAND,0.3,60.0
199707,27.0,1820,F0,MINNESOTA,SIBLEY,0.1,50.0
199708,38.0,2130,F0,NORTH DAKOTA,BARNES,0.5,25.0
199701,47.0,1728,F2,TENNESSEE,SMITH,14.0,440.0
199701,47.0,1745,F1,TENNESSEE,PUTNAM,13.0,200.0
199707,37.0,1750,F1,NORTH CAROLINA,ROBESON,1.0,40.0
199708,8.0,1700,F1,COLORADO,PHILLIPS,0.1,50.0
199707,42.0,1615,F0,PENNSYLVANIA,UNION,2.3,100.0
199707,12.0,1530,F0,FLORIDA,VOLUSIA,0.2,30.0
199707,1.0,1445,F0,ALABAMA,CULLMAN,1.0,30.0
199707,27.0,1645,F1,MINNESOTA,KANDIYOHI,1.0,100.0
199707,27.0,1650,F1,MINNESOTA,KANDIYOHI,2.0,200.0
199707,27.0,1855,F1,MINNESOTA,ISANTI,5.0,400.0
199708,26.0,2,F0,MICHIGAN,MARQUETTE,0.3,150.0
199708,18.0,1930,F0,INDIANA,LA PORTE,0.5,30.0
199707,27.0,1852,F1,MINNESOTA,ANOKA,5.0,400.0
199707,27.0,1915,F1,MINNESOTA,WASHINGTON,1.0,200.0
199707,27.0,2059,F0,MINNESOTA,RENVILLE,0.1,50.0
199707,27.0,2115,F0,MINNESOTA,KANDIYOHI,0.1,50.0
199708,39.0,1700,F0,OHIO,MEDINA,0.5,50.0
199708,39.0,1745,F1,OHIO,MEDINA,0.3,100.0
199708,27.0,1750,F0,MINNESOTA,LE SUEUR,6.0,100.0
199708,27.0,1830,F1,MINNESOTA,GOODHUE,5.5,100.0
199708,27.0,1840,F0,MINNESOTA,GOODHUE,0.2,50.0
199706,48.0,1739,F0,TEXAS,WHEELER,0.1,25.0
199706,48.0,1958,F1,TEXAS,DONLEY,1.0,200.0
199708,18.0,1214,F0,INDIANA,VANDERBURGH,0.5,40.0
199707,47.0,1650,F0,TENNESSEE,JEFFERSON,1.0,50.0
199707,42.0,1435,F0,PENNSYLVANIA,POTTER,2.0,100.0
199707,27.0,1535,F1,MINNESOTA,POPE,0.1,50.0
199707,27.0,1735,F0,MINNESOTA,MEEKER,3.0,20.0
199707,27.0,1800,F1,MINNESOTA,WRIGHT,1.0,100.0
199707,27.0,1743,F3,MINNESOTA,WRIGHT,5.0,800.0
199706,12.0,1844,F0,FLORIDA,DE SOTO,0.1,5.0
199706,12.0,1337,F0,FLORIDA,LEE,2.7,10.0
199708,8.0,1708,F0,COLORADO,SEDGWICK,0.1,50.0
199707,12.0,1645,F1,FLORIDA,OSCEOLA,0.5,40.0
199707,27.0,1707,F0,MINNESOTA,POLK,0.2,25.0
199707,27.0,1913,F0,MINNESOTA,RED LAKE,0.2,25.0
199707,27.0,1740,F0,MINNESOTA,RED LAKE,0.2,25.0
199707,27.0,1850,F0,MINNESOTA,RED LAKE,0.2,25.0
199707,39.0,1730,F0,OHIO,FRANKLIN,0.2,100.0
199706,31.0,1415,F0,NEBRASKA,DODGE,6.5,10.0
199702,45.0,1720,F0,SOUTH CAROLINA,YORK,2.0,100.0
199707,23.0,1430,F0,MAINE,AROOSTOOK,0.1,8.0
199706,48.0,1540,F0,TEXAS,COCHRAN,0.2,10.0
199707,45.0,1555,F0,SOUTH CAROLINA,ABBEVILLE,3.0,50.0
199708,4.0,1420,F0,ARIZONA,COCHISE,0.1,10.0
199708,46.0,1544,F0,SOUTH DAKOTA,DEWEY,0.3,30.0
199708,38.0,1710,F0,NORTH DAKOTA,BURLEIGH,0.2,10.0
199706,16.0,1800,F0,IDAHO,CLARK,0.2,25.0
199707,55.0,1438,F2,WISCONSIN,LINCOLN,1.4,100.0
199707,55.0,1440,F2,WISCONSIN,MARATHON,2.0,100.0
199706,36.0,1625,F0,NEW YORK,SUFFOLK,0.1,20.0
199707,18.0,1512,F0,INDIANA,HAMILTON,0.5,75.0
199708,39.0,1315,F0,OHIO,DELAWARE,0.5,100.0
199701,28.0,1820,F0,MISSISSIPPI,CALHOUN,0.1,10.0
199706,48.0,1606,F0,TEXAS,JACKSON,1.0,25.0
199706,48.0,1645,F0,TEXAS,WHARTON,0.5,20.0
199707,25.0,1711,F2,MASSACHUSETTS,BERKSHIRE,3.7,600.0
199706,46.0,1130,F0,SOUTH DAKOTA,EDMUNDS,0.1,25.0
199707,38.0,1834,F1,NORTH DAKOTA,NELSON,1.0,50.0
199708,31.0,1817,F0,NEBRASKA,CHASE,0.1,20.0
199706,48.0,1604,F0,TEXAS,HUDSPETH,8.0,100.0
199706,48.0,1803,F1,TEXAS,HUDSPETH,10.0,500.0
199707,42.0,1700,F1,PENNSYLVANIA,TIOGA,8.0,100.0
199707,18.0,1604,F0,INDIANA,HENRY,0.1,50.0
199706,48.0,1947,F1,TEXAS,GRAY,4.0,200.0
199706,48.0,2110,F1,TEXAS,COLLINGSWORTH,9.0,100.0
199707,38.0,2030,F0,NORTH DAKOTA,BOTTINEAU,0.5,15.0
199707,42.0,1545,F0,PENNSYLVANIA,UNION,1.0,440.0
199706,31.0,1839,F0,NEBRASKA,SHERMAN,0.5,25.0
199707,46.0,1700,F0,SOUTH DAKOTA,CODINGTON,0.2,15.0
199708,56.0,1117,F0,WYOMING,GOSHEN,0.1,10.0
199708,56.0,1446,F0,WYOMING,CARBON,1.0,11.0
199708,27.0,2006,F0,MINNESOTA,HOUSTON,0.5,80.0
199707,12.0,1405,F0,FLORIDA,OSCEOLA,0.1,80.0
199707,12.0,1345,F0,FLORIDA,BREVARD,0.1,50.0
199707,42.0,1617,F0,PENNSYLVANIA,NORTHUMBERLAND,2.3,100.0
199707,1.0,1348,F0,ALABAMA,LEE,0.3,25.0
199707,20.0,1645,F1,KANSAS,NEMAHA,1.3,50.0
199708,23.0,1345,F0,MAINE,PENOBSCOT,0.1,20.0
199707,55.0,2244,F1,WISCONSIN,RUSK,1.0,100.0
199707,55.0,1727,F1,WISCONSIN,DUNN,5.0,440.0
199706,47.0,1813,F0,TENNESSEE,MONTGOMERY,1.0,15.0
199706,31.0,1950,F0,NEBRASKA,HALL,0.5,25.0
199706,48.0,2045,F0,TEXAS,HUNT,0.1,25.0
199708,27.0,40,F0,MINNESOTA,SIBLEY,0.1,50.0
199707,51.0,1220,F0,VIRGINIA,NORFOLK (C),1.0,50.0
199707,42.0,1535,F1,PENNSYLVANIA,CLINTON,3.5,880.0
199706,40.0,1745,F0,OKLAHOMA,HASKELL,0.1,30.0
199707,51.0,1215,F1,VIRGINIA,CHESAPEAKE (C),1.0,50.0
199707,12.0,1100,F0,FLORIDA,MIAMI-DADE,0.2,15.0
199707,53.0,1515,F1,WASHINGTON,OKANOGAN,5.0,100.0
199707,53.0,1515,F1,WASHINGTON,OKANOGAN,5.0,100.0
199707,53.0,1555,F1,WASHINGTON,STEVENS,1.0,100.0
199707,8.0,1610,F0,COLORADO,WELD,0.1,50.0
199708,42.0,1405,F1,PENNSYLVANIA,SULLIVAN,2.0,50.0
199708,42.0,1410,F1,PENNSYLVANIA,SULLIVAN,0.5,50.0
199708,8.0,940,F0,COLORADO,ALAMOSA,0.5,50.0
199708,19.0,2357,F0,IOWA,DALLAS,0.2,20.0
199707,30.0,1815,F0,MONTANA,VALLEY,0.3,60.0
199707,27.0,2010,F0,MINNESOTA,PIPESTONE,0.1,50.0
199708,19.0,1844,F0,IOWA,WARREN,0.2,20.0
199707,27.0,1715,F0,MINNESOTA,MEEKER,0.5,20.0
199707,39.0,2140,F0,OHIO,MARION,0.5,33.0
199708,19.0,1925,F0,IOWA,WARREN,0.3,25.0
199707,55.0,1509,F1,WISCONSIN,MARATHON,0.2,50.0
199707,55.0,1520,F0,WISCONSIN,MARATHON,0.2,75.0
199707,19.0,1819,F0,IOWA,PLYMOUTH,1.0,50.0
199707,48.0,1815,F0,TEXAS,BRAZORIA,0.5,20.0
199708,56.0,1430,F0,WYOMING,LARAMIE,0.1,10.0
199708,31.0,1705,F0,NEBRASKA,SHERIDAN,0.1,20.0
199708,38.0,1715,F0,NORTH DAKOTA,MCLEAN,0.1,10.0
199708,38.0,1756,F0,NORTH DAKOTA,KIDDER,0.1,10.0
199705,1.0,1823,F0,ALABAMA,MADISON,0.2,30.0
199705,48.0,1737,F0,TEXAS,TRINITY,0.2,20.0
199705,53.0,1245,F1,WASHINGTON,SPOKANE,5.0,50.0
199701,12.0,2312,F1,FLORIDA,WASHINGTON,0.2,50.0
199701,12.0,2314,F1,FLORIDA,WASHINGTON,0.2,50.0
199702,6.0,1415,F0,CALIFORNIA,KERN,0.3,10.0
199705,40.0,1514,F1,OKLAHOMA,GRADY,2.5,75.0
199704,37.0,1630,F0,NORTH CAROLINA,ONSLOW,2.0,100.0
199704,12.0,1046,F0,FLORIDA,HILLSBOROUGH,0.1,5.0
199705,48.0,1839,F0,TEXAS,GRAY,0.2,25.0
199701,12.0,1435,F0,FLORIDA,MANATEE,0.1,5.0
199701,12.0,1612,F0,FLORIDA,SARASOTA,0.1,5.0
199706,38.0,735,F0,NORTH DAKOTA,RANSOM,0.5,25.0
199706,38.0,1025,F0,NORTH DAKOTA,RICHLAND,0.5,25.0
199701,1.0,30,F0,ALABAMA,JACKSON,2.7,50.0
199701,48.0,1723,F1,TEXAS,ANDERSON,1.0,30.0
199706,47.0,1930,F1,TENNESSEE,WASHINGTON,0.5,50.0
199701,12.0,820,F0,FLORIDA,SUWANNEE,1.5,30.0
199705,48.0,2039,F1,TEXAS,COOKE,3.0,50.0
199705,48.0,2041,F0,TEXAS,COOKE,0.1,25.0
199701,1.0,1700,F2,ALABAMA,TUSCALOOSA,10.0,200.0
199702,1.0,935,F0,ALABAMA,SHELBY,0.5,50.0
199705,48.0,1934,F0,TEXAS,MONTAGUE,0.1,25.0
199705,48.0,1939,F0,TEXAS,MONTAGUE,0.1,25.0
199705,48.0,1435,F0,TEXAS,LIVE OAK,0.1,30.0
199706,56.0,1750,F0,WYOMING,PLATTE,0.1,5.0
199702,28.0,355,F2,MISSISSIPPI,SCOTT,5.0,200.0
199702,48.0,300,F1,TEXAS,SCHLEICHER,10.0,50.0
199705,48.0,1824,F1,TEXAS,MONTAGUE,0.5,30.0
199701,6.0,1535,F0,CALIFORNIA,TULARE,3.0,10.0
199704,12.0,1145,F0,FLORIDA,MANATEE,0.1,5.0
199705,40.0,1738,F1,OKLAHOMA,CREEK,5.0,150.0
199705,40.0,1730,F1,OKLAHOMA,CREEK,0.1,75.0
199705,40.0,1735,F0,OKLAHOMA,CREEK,0.1,30.0
199705,48.0,1450,F0,TEXAS,HILL,0.2,40.0
199702,5.0,1959,F1,ARKANSAS,LOGAN,5.0,100.0
199705,20.0,1458,F0,KANSAS,FORD,0.2,20.0
