BEGIN_YEARMONTH,STATE,EVENT_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH
201704,GEORGIA,Tornado,EF0,3.88,150.0
201704,LOUISIANA,Tornado,EF1,0.9,50.0
201704,LOUISIANA,Tornado,EF0,0.3,40.0
201704,KENTUCKY,Tornado,EF1,1.29,250.0
201706,NORTH DAKOTA,Tornado,EF0,2.05,200.0
201701,GEORGIA,Tornado,EF1,4.32,100.0
201706,MICHIGAN,Tornado,EF0,0.2,25.0
201704,GEORGIA,Tornado,EF1,3.65,200.0
201704,GEORGIA,Tornado,EF0,0.59,150.0
201704,GEORGIA,Tornado,EF0,1.74,75.0
201704,KENTUCKY,Tornado,EF1,1.72,100.0
201709,FLORIDA,Tornado,EF1,0.03,50.0
201701,GEORGIA,Tornado,EF1,5.84,100.0
201706,MARYLAND,Tornado,EF0,0.22,100.0
201705,NORTH CAROLINA,Tornado,EF0,8.01,100.0
201705,NORTH CAROLINA,Tornado,EF0,3.96,75.0
201704,TEXAS,Tornado,EF0,0.5,30.0
201704,GEORGIA,Tornado,EF1,6.67,150.0
201704,GEORGIA,Tornado,EF1,5.48,200.0
201704,FLORIDA,Tornado,EF2,4.12,150.0
201704,OHIO,Tornado,EF0,0.08,40.0
201704,OKLAHOMA,Tornado,EFU,0.5,30.0
201704,OKLAHOMA,Tornado,EFU,0.1,30.0
201704,GEORGIA,Tornado,EF0,1.77,250.0
201704,GEORGIA,Tornado,EF1,8.13,300.0
201704,GEORGIA,Tornado,EF2,20.18,700.0
201704,TEXAS,Tornado,EFU,0.91,50.0
201704,OKLAHOMA,Tornado,EF0,0.7,50.0
201704,OKLAHOMA,Tornado,EF0,1.25,30.0
201704,GEORGIA,Tornado,EF1,5.88,600.0
201704,GEORGIA,Tornado,EF0,3.35,600.0
201704,GEORGIA,Tornado,EF1,5.8,440.0
201704,GEORGIA,Tornado,EF0,0.5,100.0
201706,COLORADO,Tornado,EF0,0.1,25.0
201706,COLORADO,Tornado,EF0,0.01,25.0
201706,WISCONSIN,Tornado,EF1,0.57,150.0
201701,GEORGIA,Tornado,EF0,1.3,250.0
201701,GEORGIA,Tornado,EF0,1.5,100.0
201706,OKLAHOMA,Tornado,EF0,0.1,10.0
201706,OKLAHOMA,Tornado,EF0,0.1,10.0
201706,FLORIDA,Tornado,EF0,0.06,10.0
201706,WEST VIRGINIA,Tornado,EF1,4.4,400.0
201701,FLORIDA,Tornado,EF1,5.79,130.0
201706,ALABAMA,Tornado,EF1,4.84,75.0
201708,NEW MEXICO,Tornado,EF0,0.33,50.0
201709,NEW MEXICO,Tornado,EF0,2.45,30.0
201706,NEW YORK,Tornado,EF1,0.25,50.0
201706,NEW YORK,Tornado,EF1,0.6,150.0
201706,IOWA,Tornado,EF1,1.58,80.0
201706,NORTH DAKOTA,Tornado,EF0,2.0,200.0
201706,KANSAS,Tornado,EF0,6.87,50.0
201706,ALABAMA,Tornado,EF0,0.85,25.0
201706,ALABAMA,Tornado,EF0,0.13,25.0
201706,FLORIDA,Tornado,EF0,2.52,75.0
201706,WISCONSIN,Tornado,EF0,2.13,50.0
201706,SOUTH DAKOTA,Tornado,EF0,0.1,10.0
201706,SOUTH DAKOTA,Tornado,EF0,0.1,10.0
201706,SOUTH DAKOTA,Tornado,EF1,0.36,100.0
201706,NORTH DAKOTA,Tornado,EF2,18.0,800.0
201706,NORTH DAKOTA,Tornado,EF1,1.29,600.0
201706,NORTH DAKOTA,Tornado,EF2,8.0,600.0
201706,ALABAMA,Tornado,EF0,0.1,25.0
201706,IOWA,Tornado,EF1,16.22,500.0
201706,IOWA,Tornado,EF0,0.51,25.0
201706,SOUTH DAKOTA,Tornado,EF0,0.13,90.0
201706,SOUTH DAKOTA,Tornado,EF1,0.21,40.0
201706,PENNSYLVANIA,Tornado,EF0,1.05,250.0
201706,NORTH DAKOTA,Tornado,EF0,1.5,75.0
201706,NORTH DAKOTA,Tornado,EF0,1.5,75.0
201706,MINNESOTA,Tornado,EF1,0.25,170.0
201706,SOUTH DAKOTA,Tornado,EF1,0.25,175.0
201706,WISCONSIN,Tornado,EF0,2.83,50.0
201706,WISCONSIN,Tornado,EF0,1.21,50.0
201701,GEORGIA,Tornado,EF0,0.57,50.0
201706,NEW YORK,Tornado,EF0,1.47,125.0
201706,KENTUCKY,Tornado,EF1,5.1,75.0
201706,MINNESOTA,Tornado,EF0,0.48,25.0
201706,COLORADO,Tornado,EF1,7.24,300.0
201706,NORTH DAKOTA,Tornado,EF1,1.0,200.0
201706,NORTH DAKOTA,Tornado,EF0,3.0,150.0
201706,SOUTH DAKOTA,Tornado,EF0,0.12,50.0
201706,MINNESOTA,Tornado,EF1,0.07,50.0
201706,WISCONSIN,Tornado,EF1,6.97,125.0
201706,WISCONSIN,Tornado,EF0,1.05,50.0
201706,WISCONSIN,Tornado,EF0,0.1,25.0
201706,KENTUCKY,Tornado,EF1,2.1,100.0
201706,MINNESOTA,Tornado,EF0,1.54,35.0
201706,MINNESOTA,Tornado,EF1,2.96,300.0
201706,WISCONSIN,Tornado,EF1,5.8,150.0
201706,WISCONSIN,Tornado,EF0,3.05,50.0
201706,WISCONSIN,Tornado,EF0,2.16,100.0
201706,MINNESOTA,Tornado,EF0,1.28,100.0
201706,NORTH DAKOTA,Tornado,EF0,0.4,25.0
201706,FLORIDA,Tornado,EF0,0.39,50.0
201703,MINNESOTA,Tornado,EF1,9.32,200.0
201706,MINNESOTA,Tornado,EF1,0.6,150.0
201706,WISCONSIN,Tornado,EF1,5.08,75.0
201706,WISCONSIN,Tornado,EF1,1.82,100.0
201706,WISCONSIN,Tornado,EF0,3.99,50.0
201706,PENNSYLVANIA,Tornado,EF0,0.75,60.0
201706,PENNSYLVANIA,Tornado,EF1,2.97,250.0
201706,SOUTH DAKOTA,Tornado,EF0,0.12,10.0
201706,ALABAMA,Tornado,EF1,8.29,255.0
201706,WISCONSIN,Tornado,EF1,2.78,100.0
201709,FLORIDA,Tornado,EF0,10.69,100.0
201706,WEST VIRGINIA,Tornado,EF0,0.27,200.0
201706,WEST VIRGINIA,Tornado,EF1,0.13,47.0
201706,NEBRASKA,Tornado,EF1,9.2,10.0
201706,NEBRASKA,Tornado,EF1,9.2,10.0
201706,ALABAMA,Tornado,EF0,0.27,50.0
201707,MINNESOTA,Tornado,EF1,0.77,25.0
201708,MINNESOTA,Tornado,EF0,1.2,75.0
201706,WYOMING,Tornado,EF0,0.07,20.0
201706,WYOMING,Tornado,EF0,3.14,30.0
201706,NORTH CAROLINA,Tornado,EF1,0.28,100.0
201706,NEBRASKA,Tornado,EF1,9.2,10.0
201706,SOUTH DAKOTA,Tornado,EF0,0.01,7.0
201706,FLORIDA,Tornado,EF0,0.01,10.0
201701,FLORIDA,Tornado,EF1,2.79,123.0
201706,NEBRASKA,Tornado,EFU,0.74,25.0
201706,NEBRASKA,Tornado,EF2,10.68,500.0
201706,NEBRASKA,Tornado,EFU,1.09,25.0
201706,COLORADO,Tornado,EF0,4.37,200.0
201703,MINNESOTA,Tornado,EF1,9.69,300.0
201706,PENNSYLVANIA,Tornado,EF0,0.75,60.0
201706,WYOMING,Tornado,EF2,1.58,250.0
201706,WYOMING,Tornado,EF0,0.69,25.0
201706,WISCONSIN,Tornado,EF1,2.21,300.0
201708,MINNESOTA,Tornado,EF0,4.08,75.0
201701,SOUTH CAROLINA,Tornado,EF1,4.48,1000.0
201701,FLORIDA,Tornado,EF1,3.22,90.0
201707,MAINE,Tornado,EF0,3.42,50.0
201707,MAINE,Tornado,EF0,2.54,75.0
201707,INDIANA,Tornado,EF1,1.17,200.0
201703,INDIANA,Tornado,EF2,5.8,150.0
201706,WISCONSIN,Tornado,EF1,11.35,700.0
201706,MISSISSIPPI,Tornado,EF1,2.68,100.0
201709,FLORIDA,Tornado,EF0,5.95,100.0
201707,MAINE,Tornado,EF1,2.48,200.0
201706,NEBRASKA,Tornado,EF1,0.24,50.0
201706,NEBRASKA,Tornado,EF2,23.63,300.0
201705,TENNESSEE,Tornado,EF0,0.13,40.0
201708,MINNESOTA,Tornado,EF0,0.05,30.0
201706,NEBRASKA,Tornado,EF0,8.02,100.0
201708,MINNESOTA,Tornado,EF0,3.87,75.0
201701,SOUTH CAROLINA,Tornado,EF2,9.3,1600.0
201706,WYOMING,Tornado,EFU,23.24,40.0
201706,WYOMING,Tornado,EF0,2.78,80.0
201706,NEBRASKA,Tornado,EF1,4.19,100.0
201709,NORTH DAKOTA,Tornado,EF0,0.07,50.0
201709,NORTH DAKOTA,Tornado,EF0,6.02,150.0
201705,IOWA,Tornado,EF0,0.02,10.0
201709,FLORIDA,Tornado,EF2,1.2,300.0
201708,MINNESOTA,Tornado,EF0,0.61,25.0
201704,ILLINOIS,Tornado,EF1,1.68,50.0
201706,MISSISSIPPI,Tornado,EF0,5.48,50.0
201706,MINNESOTA,Tornado,EF1,1.63,300.0
201706,ILLINOIS,Tornado,EF1,5.86,200.0
201706,ILLINOIS,Tornado,EF1,1.64,100.0
201707,IOWA,Tornado,EF0,0.72,20.0
201705,IOWA,Tornado,EF0,0.02,10.0
201707,MAINE,Tornado,EF1,1.53,250.0
201706,WYOMING,Tornado,EF2,7.74,200.0
201707,SOUTH DAKOTA,Tornado,EF0,0.25,25.0
201707,MAINE,Tornado,EF1,0.32,200.0
201704,MISSOURI,Tornado,EF0,3.85,100.0
201707,MINNESOTA,Tornado,EF1,2.03,30.0
201704,SOUTH CAROLINA,Tornado,EF0,0.74,75.0
201706,WYOMING,Tornado,EF1,0.5,25.0
201706,WYOMING,Tornado,EF1,1.51,80.0
201703,INDIANA,Tornado,EF1,0.33,20.0
201706,WISCONSIN,Tornado,EF1,2.2,180.0
201709,FLORIDA,Tornado,EF1,4.99,200.0
201709,FLORIDA,Tornado,EF1,1.2,50.0
201707,IOWA,Tornado,EF1,5.78,400.0
201704,SOUTH CAROLINA,Tornado,EF1,0.74,150.0
201706,WYOMING,Tornado,EF2,14.87,200.0
201704,ILLINOIS,Tornado,EF0,0.68,25.0
201703,INDIANA,Tornado,EF1,0.1,25.0
201706,NEBRASKA,Tornado,EF1,0.96,80.0
201705,MISSOURI,Tornado,EF1,1.58,50.0
201706,IOWA,Tornado,EF1,3.78,100.0
201709,MINNESOTA,Tornado,EF1,6.8,880.0
201709,MINNESOTA,Tornado,EF1,8.18,360.0
201708,FLORIDA,Tornado,EF0,0.36,15.0
201708,FLORIDA,Tornado,EF0,0.18,20.0
201708,PENNSYLVANIA,Tornado,EF1,1.22,200.0
201709,MINNESOTA,Tornado,EF1,1.91,550.0
201708,NEBRASKA,Tornado,EF0,0.1,10.0
201708,SOUTH DAKOTA,Tornado,EF0,0.66,10.0
201710,NEW YORK,Tornado,EF0,0.4,10.0
201703,KANSAS,Tornado,EF0,0.32,100.0
201706,IOWA,Tornado,EF0,1.94,30.0
201708,COLORADO,Tornado,EF0,0.01,25.0
201708,COLORADO,Tornado,EF0,0.01,25.0
201708,FLORIDA,Tornado,EF0,0.32,50.0
201708,MAINE,Tornado,EF1,2.53,33.0
201708,TENNESSEE,Tornado,EF0,0.25,50.0
201708,TENNESSEE,Tornado,EF0,3.42,75.0
201708,NEBRASKA,Tornado,EF2,0.65,540.0
201708,MISSISSIPPI,Tornado,EF0,0.15,30.0
201709,MINNESOTA,Tornado,EF0,2.12,100.0
201712,LOUISIANA,Tornado,EF1,4.7,600.0
201709,MINNESOTA,Tornado,EF1,2.4,880.0
201709,SOUTH DAKOTA,Tornado,EF0,0.1,100.0
201709,SOUTH DAKOTA,Tornado,EF1,2.75,155.0
201709,SOUTH DAKOTA,Tornado,EF0,0.08,10.0
201708,COLORADO,Tornado,EF0,0.01,25.0
201708,COLORADO,Tornado,EF0,0.01,25.0
201708,MAINE,Tornado,EF1,0.48,20.0
201708,TENNESSEE,Tornado,EF1,0.62,75.0
201708,TENNESSEE,Tornado,EF0,0.94,50.0
201709,MINNESOTA,Tornado,EF1,6.75,440.0
201709,SOUTH DAKOTA,Tornado,EF0,0.11,10.0
201708,NEW YORK,Tornado,EFU,0.05,20.0
201708,OKLAHOMA,Tornado,EF1,1.0,400.0
201704,ARKANSAS,Tornado,EF1,5.6,150.0
201706,IOWA,Tornado,EF1,5.62,100.0
201708,MINNESOTA,Tornado,EF0,0.34,20.0
201708,OKLAHOMA,Tornado,EF2,6.9,550.0
201709,MINNESOTA,Tornado,EF0,1.16,330.0
201706,IOWA,Tornado,EF1,1.97,80.0
201708,FLORIDA,Tornado,EF0,0.22,25.0
201708,MINNESOTA,Tornado,EF0,0.2,10.0
201708,MINNESOTA,Tornado,EF0,0.1,20.0
201708,OKLAHOMA,Tornado,EF1,1.9,400.0
201708,OKLAHOMA,Tornado,EF1,4.5,200.0
201709,FLORIDA,Tornado,EF0,1.93,100.0
201709,FLORIDA,Tornado,EF0,0.5,75.0
201708,VIRGINIA,Tornado,EF0,1.38,100.0
201708,MINNESOTA,Tornado,EF0,1.94,25.0
201708,MINNESOTA,Tornado,EF1,3.65,75.0
201708,MISSISSIPPI,Tornado,EF0,0.25,200.0
201708,MISSISSIPPI,Tornado,EF1,3.25,200.0
201708,MISSISSIPPI,Tornado,EF0,2.32,250.0
201708,NEBRASKA,Tornado,EF0,0.1,10.0
201708,NEBRASKA,Tornado,EF1,2.3,840.0
201708,OKLAHOMA,Tornado,EF1,0.5,400.0
201708,OKLAHOMA,Tornado,EF0,0.4,275.0
201709,FLORIDA,Tornado,EF1,0.25,50.0
201709,FLORIDA,Tornado,EF1,0.1,50.0
201709,FLORIDA,Tornado,EF1,0.25,50.0
201708,NEBRASKA,Tornado,EF1,0.69,330.0
201708,NEBRASKA,Tornado,EF0,0.1,10.0
201708,MISSISSIPPI,Tornado,EF0,1.08,50.0
201708,MISSISSIPPI,Tornado,EF1,1.26,160.0
201708,MICHIGAN,Tornado,EF0,3.07,100.0
201709,FLORIDA,Tornado,EF0,0.2,50.0
201709,FLORIDA,Tornado,EF1,1.33,75.0
201709,FLORIDA,Tornado,EF2,1.55,125.0
201709,FLORIDA,Tornado,EF1,0.48,60.0
201709,NORTH DAKOTA,Tornado,EF0,1.67,150.0
201709,NEVADA,Tornado,EF0,0.44,20.0
201708,ILLINOIS,Tornado,EF0,0.5,40.0
201708,GEORGIA,Tornado,EF1,1.86,200.0
201708,ILLINOIS,Tornado,EF1,2.79,75.0
201708,ILLINOIS,Tornado,EF1,0.54,60.0
201709,FLORIDA,Tornado,EF1,0.78,175.0
201709,FLORIDA,Tornado,EF1,1.21,75.0
201709,FLORIDA,Tornado,EF1,0.3,60.0
201709,NORTH DAKOTA,Tornado,EF1,3.7,200.0
201709,MINNESOTA,Tornado,EF1,3.2,100.0
201708,MINNESOTA,Tornado,EF1,1.57,75.0
201708,MINNESOTA,Tornado,EF0,0.76,10.0
201708,NEW YORK,Tornado,EF0,0.43,150.0
201708,NEW YORK,Tornado,EF1,0.15,30.0
201708,LOUISIANA,Tornado,EF0,1.66,25.0
201708,LOUISIANA,Tornado,EF0,0.21,25.0
201708,LOUISIANA,Tornado,EF0,0.15,25.0
201708,PENNSYLVANIA,Tornado,EF1,5.53,200.0
201708,ARIZONA,Tornado,EF0,0.25,100.0
201708,PENNSYLVANIA,Tornado,EF1,1.5,250.0
201708,ILLINOIS,Tornado,EF0,3.25,20.0
201709,FLORIDA,Tornado,EF1,1.23,50.0
201709,FLORIDA,Tornado,EF1,3.84,500.0
201709,MINNESOTA,Tornado,EF1,1.37,100.0
201709,NEVADA,Tornado,EF0,2.01,50.0
201708,LOUISIANA,Tornado,EF0,0.02,25.0
201708,LOUISIANA,Tornado,EF0,0.14,25.0
201708,LOUISIANA,Tornado,EF2,2.18,175.0
201708,MINNESOTA,Tornado,EF0,1.27,20.0
201708,MINNESOTA,Tornado,EF0,0.77,50.0
201708,LOUISIANA,Tornado,EF0,0.28,25.0
201708,TEXAS,Tornado,EF0,0.09,20.0
201708,ALABAMA,Tornado,EF2,11.08,400.0
201708,ALABAMA,Tornado,EF0,1.37,150.0
201708,ALABAMA,Tornado,EF1,18.79,600.0
201709,SOUTH CAROLINA,Tornado,EF0,1.46,60.0
201709,SOUTH CAROLINA,Tornado,EF0,0.12,55.0
201706,IOWA,Tornado,EF0,14.93,100.0
201708,MINNESOTA,Tornado,EF0,1.37,60.0
201709,MINNESOTA,Tornado,EF1,0.11,80.0
201708,ALABAMA,Tornado,EF1,6.5,100.0
201708,ALABAMA,Tornado,EF1,0.56,200.0
201708,ALABAMA,Tornado,EF0,0.3,35.0
201709,SOUTH CAROLINA,Tornado,EF0,0.57,90.0
201709,SOUTH CAROLINA,Tornado,EF0,2.0,50.0
201708,ALABAMA,Tornado,EF1,2.89,300.0
201708,NEBRASKA,Tornado,EF0,6.78,50.0
201709,TEXAS,Tornado,EF0,0.1,15.0
201709,SOUTH CAROLINA,Tornado,EF1,0.43,30.0
201704,ARKANSAS,Tornado,EF0,1.13,75.0
201708,ALABAMA,Tornado,EF2,10.74,300.0
201708,MISSISSIPPI,Tornado,EF1,1.71,100.0
201709,COLORADO,Tornado,EF0,0.28,50.0
201711,ALABAMA,Tornado,EF1,1.71,200.0
201711,ALABAMA,Tornado,EF1,4.33,300.0
201711,INDIANA,Tornado,EF1,2.87,150.0
201711,INDIANA,Tornado,EF2,5.11,600.0
201711,KENTUCKY,Tornado,EF1,1.82,50.0
201704,ALABAMA,Tornado,EF1,5.48,250.0
201705,OHIO,Tornado,EF0,1.13,90.0
201705,OHIO,Tornado,EF0,0.2,25.0
201708,MINNESOTA,Tornado,EF0,0.58,10.0
201711,INDIANA,Tornado,EF1,0.09,100.0
201711,KENTUCKY,Tornado,EF1,1.49,50.0
201704,TEXAS,Tornado,EF0,0.72,80.0
201711,ILLINOIS,Tornado,EF0,0.68,30.0
201711,INDIANA,Tornado,EF1,2.38,300.0
201711,ILLINOIS,Tornado,EF0,0.09,30.0
201704,TEXAS,Tornado,EF0,0.88,80.0
201704,TEXAS,Tornado,EF0,3.53,100.0
201712,ALABAMA,Tornado,EF0,3.17,16.0
201704,TEXAS,Tornado,EF0,8.57,100.0
201711,INDIANA,Tornado,EF2,22.6,600.0
201712,TEXAS,Tornado,EF2,3.08,691.0
201712,TEXAS,Tornado,EF1,4.0,250.0
201712,LOUISIANA,Tornado,EF1,3.05,600.0
201701,TEXAS,Tornado,EF2,8.15,200.0
201709,FLORIDA,Tornado,EF2,0.59,50.0
201712,TEXAS,Tornado,EF2,6.39,1300.0
201711,INDIANA,Tornado,EF2,2.96,450.0
201711,OHIO,Tornado,EF1,2.07,200.0
201711,OHIO,Tornado,EF2,8.05,500.0
201705,OHIO,Tornado,EF0,1.61,90.0
201711,KENTUCKY,Tornado,EF1,2.82,300.0
201711,KENTUCKY,Tornado,EF0,0.73,150.0
201711,FLORIDA,Tornado,EF0,0.25,25.0
201709,MINNESOTA,Tornado,EF1,10.68,550.0
201712,MISSOURI,Tornado,EF1,10.0,30.0
201702,PENNSYLVANIA,Tornado,EF2,5.4,500.0
201704,TEXAS,Tornado,EF2,13.2,1760.0
201704,TEXAS,Tornado,EF3,26.51,1760.0
201704,IOWA,Tornado,EF1,3.22,25.0
201704,TEXAS,Tornado,EF2,8.15,100.0
201704,MISSOURI,Tornado,EF1,0.31,50.0
201704,ARKANSAS,Tornado,EF1,1.65,50.0
201712,GEORGIA,Tornado,EF0,3.17,125.0
201711,OHIO,Tornado,EF1,4.55,200.0
201705,OHIO,Tornado,EF1,1.91,160.0
201712,LOUISIANA,Tornado,EF1,0.95,110.0
201711,INDIANA,Tornado,EF0,0.59,325.0
201711,INDIANA,Tornado,EF1,0.5,60.0
201711,INDIANA,Tornado,EF1,0.25,35.0
201711,OHIO,Tornado,EF2,5.41,200.0
201711,IDAHO,Tornado,EF0,5.0,20.0
201711,ILLINOIS,Tornado,EF1,6.84,50.0
201712,MISSISSIPPI,Tornado,EF0,0.17,50.0
201711,INDIANA,Tornado,EF0,0.32,110.0
201711,KENTUCKY,Tornado,EF1,1.99,60.0
201703,MINNESOTA,Tornado,EF0,2.21,300.0
201710,NORTH CAROLINA,Tornado,EF0,0.36,50.0
201710,TEXAS,Tornado,EF0,0.5,300.0
201708,VIRGINIA,Tornado,EF0,2.09,50.0
201710,OKLAHOMA,Tornado,EF1,2.0,50.0
201706,NEBRASKA,Tornado,EF0,0.5,20.0
201706,NEBRASKA,Tornado,EF0,0.5,25.0
201706,NEBRASKA,Tornado,EF0,1.85,100.0
201705,SOUTH CAROLINA,Tornado,EF1,3.08,150.0
201710,MISSOURI,Tornado,EF1,0.1,10.0
201710,ALABAMA,Tornado,EF0,2.9,400.0
201705,OHIO,Tornado,EF0,0.72,25.0
201705,OHIO,Tornado,EF1,0.4,300.0
201705,OHIO,Tornado,EF1,4.11,300.0
201703,FLORIDA,Tornado,EF0,0.96,30.0
201703,TENNESSEE,Tornado,EF0,2.8,320.0
201706,MISSOURI,Tornado,EF0,6.06,75.0
201710,OKLAHOMA,Tornado,EF0,1.4,20.0
201707,NEW YORK,Tornado,EF0,1.06,150.0
201707,MINNESOTA,Tornado,EF0,1.32,50.0
201703,IOWA,Tornado,EF0,5.67,1000.0
201705,COLORADO,Tornado,EF0,0.01,25.0
201710,KANSAS,Tornado,EF0,4.47,100.0
201710,KANSAS,Tornado,EF1,2.5,150.0
201710,ILLINOIS,Tornado,EF0,0.82,25.0
201710,ALABAMA,Tornado,EF1,3.93,625.0
201710,ALABAMA,Tornado,EF0,3.01,50.0
201710,OKLAHOMA,Tornado,EF1,2.0,150.0
201708,OHIO,Tornado,EF1,1.04,100.0
201703,IOWA,Tornado,EF1,5.33,100.0
201705,IOWA,Tornado,EF0,2.0,50.0
201705,PENNSYLVANIA,Tornado,EF0,0.54,100.0
201705,VIRGINIA,Tornado,EF0,0.3,100.0
201705,NORTH CAROLINA,Tornado,EF0,3.26,375.0
201710,ALABAMA,Tornado,EF1,5.94,150.0
201706,MISSOURI,Tornado,EF0,4.75,50.0
201705,PENNSYLVANIA,Tornado,EF0,0.75,75.0
201710,WASHINGTON,Tornado,EF0,0.16,25.0
201710,KANSAS,Tornado,EF0,0.01,15.0
201710,VIRGINIA,Tornado,EF0,0.38,75.0
201710,KANSAS,Tornado,EF1,0.41,75.0
201710,OKLAHOMA,Tornado,EF1,0.5,50.0
201707,MINNESOTA,Tornado,EF0,1.91,75.0
201707,MINNESOTA,Tornado,EF0,4.68,200.0
201707,MINNESOTA,Tornado,EF0,4.38,200.0
201704,MISSISSIPPI,Tornado,EF1,6.46,200.0
201710,WISCONSIN,Tornado,EF0,9.7,100.0
201710,OKLAHOMA,Tornado,EF1,4.8,200.0
201710,KANSAS,Tornado,EF0,0.14,50.0
201710,OKLAHOMA,Tornado,EF1,6.2,400.0
201710,OKLAHOMA,Tornado,EF1,3.1,150.0
201706,NEBRASKA,Tornado,EF0,4.52,25.0
201706,NEBRASKA,Tornado,EF1,0.26,100.0
201706,NEBRASKA,Tornado,EF1,1.44,50.0
201705,IOWA,Tornado,EF0,0.77,50.0
201710,KANSAS,Tornado,EF1,1.1,40.0
201710,SOUTH CAROLINA,Tornado,EF1,2.6,50.0
201705,NORTH CAROLINA,Tornado,EF0,4.16,75.0
201710,NEBRASKA,Tornado,EF0,0.28,20.0
201708,MARYLAND,Tornado,EF1,1.47,150.0
201710,KANSAS,Tornado,EF1,0.54,100.0
201710,KANSAS,Tornado,EF0,0.73,100.0
201710,VIRGINIA,Tornado,EF1,0.57,150.0
201710,VIRGINIA,Tornado,EF1,1.34,300.0
201707,MINNESOTA,Tornado,EF0,5.32,330.0
201708,TEXAS,Tornado,EF1,0.4,50.0
201705,PENNSYLVANIA,Tornado,EF0,2.86,50.0
201710,COLORADO,Tornado,EF1,0.01,25.0
201710,FLORIDA,Tornado,EF0,0.48,50.0
201710,VIRGINIA,Tornado,EF1,1.74,300.0
201707,MINNESOTA,Tornado,EF0,11.2,440.0
201703,TENNESSEE,Tornado,EF1,1.4,320.0
201703,IOWA,Tornado,EF2,1.78,200.0
201703,IOWA,Tornado,EF0,0.24,25.0
201705,PENNSYLVANIA,Tornado,EF0,0.38,50.0
201705,NORTH CAROLINA,Tornado,EF2,16.1,700.0
201710,FLORIDA,Tornado,EF0,2.08,125.0
201710,KANSAS,Tornado,EF2,8.82,450.0
201710,KANSAS,Tornado,EF1,9.49,450.0
201707,MINNESOTA,Tornado,EF0,0.55,200.0
201707,MINNESOTA,Tornado,EF0,1.44,300.0
201706,NEBRASKA,Tornado,EF0,0.94,40.0
201710,KANSAS,Tornado,EF0,2.36,50.0
201710,FLORIDA,Tornado,EF0,0.25,75.0
201710,NORTH CAROLINA,Tornado,EF1,8.6,275.0
201710,KANSAS,Tornado,EF0,0.59,100.0
201702,PENNSYLVANIA,Tornado,EF2,7.12,500.0
201710,NORTH CAROLINA,Tornado,EF1,4.37,300.0
201705,OHIO,Tornado,EF0,2.23,25.0
201704,ALABAMA,Tornado,EF0,0.05,25.0
201704,ALABAMA,Tornado,EF0,0.25,75.0
201705,SOUTH CAROLINA,Tornado,EF0,0.67,50.0
201710,MISSISSIPPI,Tornado,EF1,1.39,100.0
201710,NORTH CAROLINA,Tornado,EF0,2.71,150.0
201710,FLORIDA,Tornado,EF0,0.01,20.0
201710,OREGON,Tornado,EF0,0.62,50.0
201704,DISTRICT OF COLUMBIA,Tornado,EF0,2.98,50.0
201710,OKLAHOMA,Tornado,EF1,3.3,100.0
201705,NORTH CAROLINA,Tornado,EF0,3.7,100.0
201704,MISSISSIPPI,Tornado,EF1,2.7,50.0
201705,SOUTH CAROLINA,Tornado,EF1,2.88,75.0
201705,VIRGINIA,Tornado,EF1,0.23,300.0
201704,VIRGINIA,Tornado,EF0,1.93,50.0
201707,MINNESOTA,Tornado,EF1,6.12,400.0
201707,NEW YORK,Tornado,EF0,1.34,450.0
201707,NEW YORK,Tornado,EF1,4.22,740.0
201707,MINNESOTA,Tornado,EF1,2.68,100.0
201705,PENNSYLVANIA,Tornado,EF0,0.88,75.0
201710,KANSAS,Tornado,EF0,0.73,50.0
201710,SOUTH CAROLINA,Tornado,EF1,0.36,75.0
201704,VIRGINIA,Tornado,EF0,1.91,25.0
201707,MINNESOTA,Tornado,EF1,4.6,300.0
201707,MINNESOTA,Tornado,EF0,3.03,250.0
201708,TEXAS,Tornado,EF0,1.57,50.0
201705,OHIO,Tornado,EF0,2.61,40.0
201710,ALABAMA,Tornado,EF1,2.4,75.0
201707,NEW YORK,Tornado,EF2,6.11,700.0
201710,KANSAS,Tornado,EF0,3.4,100.0
201710,SOUTH CAROLINA,Tornado,EF1,3.28,150.0
201710,NORTH CAROLINA,Tornado,EF0,0.28,100.0
201707,ILLINOIS,Tornado,EF1,3.72,150.0
201710,SOUTH CAROLINA,Tornado,EF1,12.68,100.0
201705,ILLINOIS,Tornado,EF1,5.73,150.0
201710,NORTH CAROLINA,Tornado,EF2,1.0,300.0
201705,ILLINOIS,Tornado,EF1,2.06,50.0
201705,ILLINOIS,Tornado,EF2,1.29,50.0
201705,IOWA,Tornado,EF1,1.27,25.0
201705,IOWA,Tornado,EF1,1.95,25.0
201705,IOWA,Tornado,EF1,5.95,40.0
201707,IOWA,Tornado,EF0,0.12,10.0
201710,NORTH CAROLINA,Tornado,EF1,5.72,500.0
201710,NORTH CAROLINA,Tornado,EF1,8.17,200.0
201710,NORTH CAROLINA,Tornado,EF1,3.87,1300.0
201710,NORTH CAROLINA,Tornado,EF1,0.76,750.0
201709,OHIO,Tornado,EF2,8.09,400.0
201710,SOUTH CAROLINA,Tornado,EF1,0.07,100.0
201710,NORTH CAROLINA,Tornado,EF1,0.63,200.0
201710,SOUTH CAROLINA,Tornado,EF2,8.42,300.0
201705,ILLINOIS,Tornado,EF0,0.71,25.0
