date,Average Temperature,departure Average Temperature,region,Precipitation,departure Precipitation,Maximum Temperature,departure Maximum Temperature,Minimum Temperature,departure Minimum Temperature
1998-12-01,22.7,2.6,Northern Rockies and Plains Climate Region,0.80,-0.07,33.4,3.3,12.1,2.0
1999-01-01,20.4,4.3,Northern Rockies and Plains Climate Region,0.99,0.11,30.4,3.9,10.4,4.6
1999-02-01,30.2,9.4,Northern Rockies and Plains Climate Region,0.87,0.07,40.5,8.8,19.9,10.0
1999-03-01,35.4,5.5,Northern Rockies and Plains Climate Region,0.73,-0.42,47.7,6.6,23.1,4.3
1999-04-01,41.6,-0.6,Northern Rockies and Plains Climate Region,2.61,0.87,52.9,-1.7,30.3,0.5
1999-05-01,51.9,-0.8,Northern Rockies and Plains Climate Region,3.17,0.55,63.9,-1.6,39.8,0.0
1999-06-01,60.7,-1.0,Northern Rockies and Plains Climate Region,3.35,0.39,72.9,-1.8,48.6,-0.1
1999-07-01,68.7,0.0,Northern Rockies and Plains Climate Region,1.74,-0.33,83.0,0.0,54.4,0.1
1999-08-01,67.9,1.1,Northern Rockies and Plains Climate Region,2.24,0.50,82.0,0.7,53.8,1.6
1999-09-01,54.1,-2.6,Northern Rockies and Plains Climate Region,1.72,0.14,68.0,-2.7,40.2,-2.4
1999-10-01,46.2,1.0,Northern Rockies and Plains Climate Region,0.53,-0.72,60.6,2.3,31.7,-0.4
1999-11-01,40.3,9.9,Northern Rockies and Plains Climate Region,0.60,-0.36,53.6,12.6,26.8,7.1
1999-12-01,28.3,8.2,Northern Rockies and Plains Climate Region,0.60,-0.27,39.0,8.9,17.6,7.5
2000-01-01,22.0,5.9,Northern Rockies and Plains Climate Region,0.77,-0.11,32.6,6.1,11.3,5.5
2000-02-01,28.6,7.8,Northern Rockies and Plains Climate Region,1.08,0.28,39.9,8.2,17.3,7.4
2000-03-01,36.7,6.8,Northern Rockies and Plains Climate Region,1.11,-0.04,48.8,7.7,24.5,5.7
2000-04-01,44.0,1.8,Northern Rockies and Plains Climate Region,1.69,-0.05,57.7,3.1,30.3,0.5
2000-05-01,54.8,2.1,Northern Rockies and Plains Climate Region,2.49,-0.13,67.9,2.4,41.6,1.8
2000-06-01,61.0,-0.7,Northern Rockies and Plains Climate Region,2.40,-0.56,74.8,0.1,47.2,-1.5
2000-07-01,70.4,1.7,Northern Rockies and Plains Climate Region,2.10,0.03,84.8,1.8,56.0,1.7
2000-08-01,69.8,3.0,Northern Rockies and Plains Climate Region,1.07,-0.67,84.9,3.6,54.7,2.5
2000-09-01,57.7,1.0,Northern Rockies and Plains Climate Region,1.34,-0.24,72.3,1.6,43.0,0.4
2000-10-01,46.4,1.2,Northern Rockies and Plains Climate Region,1.47,0.22,59.0,0.7,33.9,1.8
2000-11-01,23.0,-7.4,Northern Rockies and Plains Climate Region,1.40,0.44,32.4,-8.6,13.4,-6.3
2000-12-01,14.1,-6.0,Northern Rockies and Plains Climate Region,0.65,-0.22,24.2,-5.9,4.1,-6.0
2001-01-01,22.9,6.8,Northern Rockies and Plains Climate Region,0.56,-0.32,33.1,6.6,12.6,6.8
2001-02-01,15.8,-5.0,Northern Rockies and Plains Climate Region,0.81,0.01,26.1,-5.6,5.5,-4.4
2001-03-01,32.2,2.3,Northern Rockies and Plains Climate Region,0.62,-0.53,42.8,1.7,21.6,2.8
2001-04-01,43.7,1.5,Northern Rockies and Plains Climate Region,2.42,0.68,55.7,1.1,31.7,1.9
2001-05-01,55.1,2.4,Northern Rockies and Plains Climate Region,1.90,-0.72,68.7,3.2,41.5,1.7
2001-06-01,62.3,0.6,Northern Rockies and Plains Climate Region,2.95,-0.01,75.2,0.5,49.3,0.6
2001-07-01,70.8,2.1,Northern Rockies and Plains Climate Region,3.04,0.97,84.3,1.3,57.2,2.9
2001-08-01,70.4,3.6,Northern Rockies and Plains Climate Region,0.81,-0.93,85.9,4.6,54.9,2.7
2001-09-01,59.9,3.2,Northern Rockies and Plains Climate Region,1.39,-0.19,74.2,3.5,45.5,2.9
2001-10-01,44.9,-0.3,Northern Rockies and Plains Climate Region,1.11,-0.14,57.8,-0.5,31.9,-0.2
2001-11-01,38.0,7.6,Northern Rockies and Plains Climate Region,0.91,-0.05,50.3,9.3,25.6,5.9
2001-12-01,23.2,3.1,Northern Rockies and Plains Climate Region,0.48,-0.39,33.3,3.2,13.1,3.0
2002-01-01,22.7,6.6,Northern Rockies and Plains Climate Region,0.67,-0.21,33.0,6.5,12.3,6.5
2002-02-01,26.7,5.9,Northern Rockies and Plains Climate Region,0.51,-0.29,39.1,7.4,14.4,4.5
2002-03-01,22.4,-7.5,Northern Rockies and Plains Climate Region,1.13,-0.02,33.5,-7.6,11.3,-7.5
2002-04-01,41.4,-0.8,Northern Rockies and Plains Climate Region,1.32,-0.42,54.4,-0.2,28.3,-1.5
2002-05-01,49.9,-2.8,Northern Rockies and Plains Climate Region,1.76,-0.86,63.6,-1.9,36.2,-3.6
2002-06-01,64.9,3.2,Northern Rockies and Plains Climate Region,2.20,-0.76,78.9,4.2,50.9,2.2
2002-07-01,72.7,4.0,Northern Rockies and Plains Climate Region,1.60,-0.47,87.6,4.6,57.8,3.5
2002-08-01,65.7,-1.1,Northern Rockies and Plains Climate Region,2.40,0.66,79.8,-1.5,51.6,-0.6
2002-09-01,58.7,2.0,Northern Rockies and Plains Climate Region,1.37,-0.21,72.4,1.7,45.0,2.4
2002-10-01,38.2,-7.0,Northern Rockies and Plains Climate Region,1.27,0.02,49.4,-8.9,27.1,-5.0
2002-11-01,32.9,2.5,Northern Rockies and Plains Climate Region,0.43,-0.53,43.8,2.8,22.1,2.4
2002-12-01,26.4,6.3,Northern Rockies and Plains Climate Region,0.51,-0.36,36.8,6.7,16.0,5.9
2003-01-01,22.9,6.8,Northern Rockies and Plains Climate Region,0.78,-0.10,33.6,7.1,12.2,6.4
2003-02-01,19.4,-1.4,Northern Rockies and Plains Climate Region,0.86,0.06,30.2,-1.5,8.6,-1.3
2003-03-01,31.1,1.2,Northern Rockies and Plains Climate Region,1.57,0.42,42.7,1.6,19.5,0.7
2003-04-01,45.6,3.4,Northern Rockies and Plains Climate Region,2.02,0.28,58.1,3.5,33.1,3.3
2003-05-01,52.5,-0.2,Northern Rockies and Plains Climate Region,2.67,0.05,64.8,-0.7,40.2,0.4
2003-06-01,60.6,-1.1,Northern Rockies and Plains Climate Region,2.91,-0.05,73.1,-1.6,48.1,-0.6
2003-07-01,71.9,3.2,Northern Rockies and Plains Climate Region,1.01,-1.06,87.4,4.4,56.4,2.1
2003-08-01,71.6,4.8,Northern Rockies and Plains Climate Region,1.02,-0.72,86.6,5.3,56.6,4.4
2003-09-01,56.6,-0.1,Northern Rockies and Plains Climate Region,1.54,-0.04,71.0,0.3,42.1,-0.5
2003-10-01,49.3,4.1,Northern Rockies and Plains Climate Region,0.92,-0.33,63.8,5.5,34.9,2.8
2003-11-01,25.8,-4.6,Northern Rockies and Plains Climate Region,0.94,-0.02,36.0,-5.0,15.7,-4.0
2003-12-01,25.5,5.4,Northern Rockies and Plains Climate Region,0.89,0.02,34.8,4.7,16.1,6.0
2004-01-01,16.9,0.8,Northern Rockies and Plains Climate Region,0.78,-0.10,26.9,0.4,6.8,1.0
2004-02-01,22.9,2.1,Northern Rockies and Plains Climate Region,0.70,-0.10,33.2,1.5,12.5,2.6
2004-03-01,37.3,7.4,Northern Rockies and Plains Climate Region,1.10,-0.05,49.2,8.1,25.4,6.6
2004-04-01,45.3,3.1,Northern Rockies and Plains Climate Region,1.22,-0.52,59.3,4.7,31.4,1.6
2004-05-01,51.9,-0.8,Northern Rockies and Plains Climate Region,2.97,0.35,64.6,-0.9,39.2,-0.6
2004-06-01,59.1,-2.6,Northern Rockies and Plains Climate Region,2.22,-0.74,72.0,-2.7,46.3,-2.4
2004-07-01,67.6,-1.1,Northern Rockies and Plains Climate Region,2.34,0.27,81.4,-1.6,53.8,-0.5
2004-08-01,63.5,-3.3,Northern Rockies and Plains Climate Region,1.68,-0.06,77.4,-3.9,49.6,-2.6
2004-09-01,58.3,1.6,Northern Rockies and Plains Climate Region,2.46,0.88,71.7,1.0,45.0,2.4
2004-10-01,45.8,0.6,Northern Rockies and Plains Climate Region,1.65,0.40,57.7,-0.6,34.0,1.9
2004-11-01,34.3,3.9,Northern Rockies and Plains Climate Region,0.66,-0.30,45.6,4.6,23.0,3.3
2004-12-01,26.4,6.3,Northern Rockies and Plains Climate Region,0.54,-0.33,36.8,6.7,16.0,5.9
2005-01-01,18.3,2.2,Northern Rockies and Plains Climate Region,0.69,-0.19,28.5,2.0,8.1,2.3
2005-02-01,28.1,7.3,Northern Rockies and Plains Climate Region,0.41,-0.39,40.4,8.7,15.8,5.9
2005-03-01,34.2,4.3,Northern Rockies and Plains Climate Region,1.11,-0.04,46.1,5.0,22.2,3.4
2005-04-01,44.9,2.7,Northern Rockies and Plains Climate Region,1.94,0.20,57.8,3.2,31.9,2.1
2005-05-01,51.4,-1.3,Northern Rockies and Plains Climate Region,3.20,0.58,63.8,-1.7,38.9,-0.9
2005-06-01,62.4,0.7,Northern Rockies and Plains Climate Region,4.66,1.70,74.2,-0.5,50.5,1.8
2005-07-01,70.5,1.8,Northern Rockies and Plains Climate Region,1.30,-0.77,85.5,2.5,55.5,1.2
2005-08-01,66.6,-0.2,Northern Rockies and Plains Climate Region,1.81,0.07,81.3,0.0,51.9,-0.3
2005-09-01,59.7,3.0,Northern Rockies and Plains Climate Region,1.23,-0.35,74.5,3.8,45.0,2.4
2005-10-01,46.9,1.7,Northern Rockies and Plains Climate Region,1.55,0.30,59.7,1.4,34.2,2.1
2005-11-01,34.8,4.4,Northern Rockies and Plains Climate Region,1.27,0.31,45.5,4.5,24.0,4.3
2005-12-01,20.8,0.7,Northern Rockies and Plains Climate Region,0.90,0.03,29.8,-0.3,11.8,1.7
2006-01-01,30.7,14.6,Northern Rockies and Plains Climate Region,0.79,-0.09,40.2,13.7,21.2,15.4
2006-02-01,22.5,1.7,Northern Rockies and Plains Climate Region,0.59,-0.21,33.8,2.1,11.2,1.3
2006-03-01,31.4,1.5,Northern Rockies and Plains Climate Region,1.32,0.17,42.1,1.0,20.7,1.9
2006-04-01,47.4,5.2,Northern Rockies and Plains Climate Region,2.08,0.34,60.9,6.3,33.9,4.1
2006-05-01,55.2,2.5,Northern Rockies and Plains Climate Region,1.48,-1.14,69.2,3.7,41.1,1.3
2006-06-01,65.2,3.5,Northern Rockies and Plains Climate Region,1.92,-1.04,79.5,4.8,51.0,2.3
2006-07-01,73.5,4.8,Northern Rockies and Plains Climate Region,0.96,-1.11,89.2,6.2,57.8,3.5
2006-08-01,68.1,1.3,Northern Rockies and Plains Climate Region,1.99,0.25,82.9,1.6,53.4,1.2
2006-09-01,55.3,-1.4,Northern Rockies and Plains Climate Region,2.38,0.80,68.5,-2.2,42.1,-0.5
2006-10-01,42.3,-2.9,Northern Rockies and Plains Climate Region,1.28,0.03,54.3,-4.0,30.3,-1.8
2006-11-01,32.0,1.6,Northern Rockies and Plains Climate Region,0.84,-0.12,43.6,2.6,20.5,0.8
2006-12-01,25.5,5.4,Northern Rockies and Plains Climate Region,1.01,0.14,36.4,6.3,14.6,4.5
2007-01-01,19.2,3.1,Northern Rockies and Plains Climate Region,0.52,-0.36,29.9,3.4,8.4,2.6
2007-02-01,19.5,-1.3,Northern Rockies and Plains Climate Region,1.03,0.23,29.0,-2.7,10.0,0.1
2007-03-01,39.0,9.1,Northern Rockies and Plains Climate Region,1.61,0.46,51.2,10.1,26.8,8.0
2007-04-01,42.0,-0.2,Northern Rockies and Plains Climate Region,1.95,0.21,54.1,-0.5,30.0,0.2
2007-05-01,55.4,2.7,Northern Rockies and Plains Climate Region,4.11,1.49,68.4,2.9,42.3,2.5
2007-06-01,64.1,2.4,Northern Rockies and Plains Climate Region,2.42,-0.54,77.5,2.8,50.6,1.9
2007-07-01,73.7,5.0,Northern Rockies and Plains Climate Region,1.38,-0.69,88.4,5.4,59.0,4.7
2007-08-01,68.5,1.7,Northern Rockies and Plains Climate Region,2.17,0.43,82.4,1.1,54.5,2.3
2007-09-01,58.5,1.8,Northern Rockies and Plains Climate Region,1.44,-0.14,72.8,2.1,44.1,1.5
2007-10-01,47.2,2.0,Northern Rockies and Plains Climate Region,1.99,0.74,59.6,1.3,34.8,2.7
2007-11-01,33.4,3.0,Northern Rockies and Plains Climate Region,0.44,-0.52,45.4,4.4,21.4,1.7
2007-12-01,19.3,-0.8,Northern Rockies and Plains Climate Region,1.03,0.16,29.2,-0.9,9.3,-0.8
2008-01-01,16.7,0.6,Northern Rockies and Plains Climate Region,0.70,-0.18,28.0,1.5,5.4,-0.4
2008-02-01,21.5,0.7,Northern Rockies and Plains Climate Region,0.73,-0.07,32.8,1.1,10.2,0.3
2008-03-01,31.1,1.2,Northern Rockies and Plains Climate Region,0.90,-0.25,43.0,1.9,19.3,0.5
2008-04-01,39.5,-2.7,Northern Rockies and Plains Climate Region,1.36,-0.38,53.1,-1.5,25.9,-3.9
2008-05-01,50.9,-1.8,Northern Rockies and Plains Climate Region,3.98,1.36,63.3,-2.2,38.6,-1.2
2008-06-01,60.2,-1.5,Northern Rockies and Plains Climate Region,3.32,0.36,73.2,-1.5,47.2,-1.5
2008-07-01,69.4,0.7,Northern Rockies and Plains Climate Region,1.83,-0.24,84.2,1.2,54.6,0.3
2008-08-01,67.7,0.9,Northern Rockies and Plains Climate Region,1.50,-0.24,82.3,1.0,53.0,0.8
2008-09-01,56.4,-0.3,Northern Rockies and Plains Climate Region,1.99,0.41,70.5,-0.2,42.3,-0.3
2008-10-01,45.3,0.1,Northern Rockies and Plains Climate Region,2.24,0.99,57.9,-0.4,32.6,0.5
2008-11-01,35.0,4.6,Northern Rockies and Plains Climate Region,1.16,0.20,45.1,4.1,24.9,5.2
2008-12-01,14.9,-5.2,Northern Rockies and Plains Climate Region,1.21,0.34,25.5,-4.6,4.3,-5.8
2009-01-01,19.2,3.1,Northern Rockies and Plains Climate Region,0.93,0.05,30.0,3.5,8.4,2.6
2009-02-01,24.3,3.5,Northern Rockies and Plains Climate Region,0.80,0.00,34.9,3.2,13.6,3.7
2009-03-01,29.4,-0.5,Northern Rockies and Plains Climate Region,1.51,0.36,41.3,0.2,17.4,-1.4
2009-04-01,40.9,-1.3,Northern Rockies and Plains Climate Region,2.05,0.31,52.4,-2.2,29.4,-0.4
2009-05-01,52.9,0.2,Northern Rockies and Plains Climate Region,1.51,-1.11,66.6,1.1,39.1,-0.7
2009-06-01,59.8,-1.9,Northern Rockies and Plains Climate Region,3.27,0.31,72.1,-2.6,47.4,-1.3
2009-07-01,65.8,-2.9,Northern Rockies and Plains Climate Region,2.35,0.28,79.6,-3.4,52.1,-2.2
2009-08-01,64.9,-1.9,Northern Rockies and Plains Climate Region,2.19,0.45,78.8,-2.5,51.0,-1.2
2009-09-01,61.0,4.3,Northern Rockies and Plains Climate Region,1.03,-0.55,75.7,5.0,46.2,3.6
2009-10-01,37.8,-7.4,Northern Rockies and Plains Climate Region,2.77,1.52,46.8,-11.5,28.8,-3.3
2009-11-01,37.0,6.6,Northern Rockies and Plains Climate Region,0.32,-0.64,49.5,8.5,24.6,4.9
2009-12-01,13.2,-6.9,Northern Rockies and Plains Climate Region,1.04,0.17,22.4,-7.7,4.0,-6.1
2010-01-01,18.6,2.5,Northern Rockies and Plains Climate Region,0.74,-0.14,27.8,1.3,9.4,3.6
2010-02-01,18.7,-2.1,Northern Rockies and Plains Climate Region,0.58,-0.22,28.6,-3.1,8.8,-1.1
2010-03-01,35.7,5.8,Northern Rockies and Plains Climate Region,1.05,-0.10,46.4,5.3,25.0,6.2
2010-04-01,44.8,2.6,Northern Rockies and Plains Climate Region,2.25,0.51,57.4,2.8,32.3,2.5
2010-05-01,49.7,-3.0,Northern Rockies and Plains Climate Region,3.62,1.00,61.2,-4.3,38.1,-1.7
2010-06-01,61.7,0.0,Northern Rockies and Plains Climate Region,4.26,1.30,73.7,-1.0,49.7,1.0
2010-07-01,68.2,-0.5,Northern Rockies and Plains Climate Region,2.39,0.32,81.8,-1.2,54.5,0.2
2010-08-01,68.0,1.2,Northern Rockies and Plains Climate Region,2.05,0.31,82.3,1.0,53.9,1.7
2010-09-01,57.0,0.3,Northern Rockies and Plains Climate Region,2.12,0.54,70.9,0.2,43.1,0.5
2010-10-01,49.3,4.1,Northern Rockies and Plains Climate Region,1.03,-0.22,63.0,4.7,35.6,3.5
2010-11-01,29.7,-0.7,Northern Rockies and Plains Climate Region,1.14,0.18,40.2,-0.8,19.1,-0.6
2010-12-01,19.6,-0.5,Northern Rockies and Plains Climate Region,1.26,0.39,28.8,-1.3,10.3,0.2
2011-01-01,16.7,0.6,Northern Rockies and Plains Climate Region,1.22,0.34,26.1,-0.4,7.2,1.4
2011-02-01,17.1,-3.7,Northern Rockies and Plains Climate Region,0.99,0.19,27.8,-3.9,6.4,-3.5
2011-03-01,29.1,-0.8,Northern Rockies and Plains Climate Region,1.29,0.14,39.1,-2.0,19.1,0.3
2011-04-01,40.3,-1.9,Northern Rockies and Plains Climate Region,2.43,0.69,51.1,-3.5,29.5,-0.3
2011-05-01,49.5,-3.2,Northern Rockies and Plains Climate Region,4.99,2.37,60.3,-5.2,38.8,-1.0
2011-06-01,60.6,-1.1,Northern Rockies and Plains Climate Region,3.36,0.40,73.0,-1.7,48.2,-0.5
2011-07-01,70.8,2.1,Northern Rockies and Plains Climate Region,2.34,0.27,84.3,1.3,57.2,2.9
2011-08-01,68.9,2.1,Northern Rockies and Plains Climate Region,1.74,0.00,83.4,2.1,54.4,2.2
2011-09-01,58.6,1.9,Northern Rockies and Plains Climate Region,0.73,-0.85,74.1,3.4,43.0,0.4
2011-10-01,48.0,2.8,Northern Rockies and Plains Climate Region,1.65,0.40,60.6,2.3,35.5,3.4
2011-11-01,31.9,1.5,Northern Rockies and Plains Climate Region,0.77,-0.19,43.7,2.7,20.0,0.3
2011-12-01,25.2,5.1,Northern Rockies and Plains Climate Region,0.62,-0.25,35.7,5.6,14.6,4.5
2012-01-01,25.2,9.1,Northern Rockies and Plains Climate Region,0.72,-0.16,36.6,10.1,13.9,8.1
2012-02-01,24.8,4.0,Northern Rockies and Plains Climate Region,1.05,0.25,35.7,4.0,13.8,3.9
2012-03-01,42.7,12.8,Northern Rockies and Plains Climate Region,0.85,-0.30,56.4,15.3,29.0,10.2
2012-04-01,47.2,5.0,Northern Rockies and Plains Climate Region,2.20,0.46,60.5,5.9,34.0,4.2
2012-05-01,54.0,1.3,Northern Rockies and Plains Climate Region,2.17,-0.45,67.7,2.2,40.3,0.5
2012-06-01,65.4,3.7,Northern Rockies and Plains Climate Region,1.75,-1.21,79.8,5.1,51.0,2.3
2012-07-01,73.9,5.2,Northern Rockies and Plains Climate Region,1.39,-0.68,89.0,6.0,58.9,4.6
2012-08-01,68.5,1.7,Northern Rockies and Plains Climate Region,0.82,-0.92,84.6,3.3,52.4,0.2
2012-09-01,59.8,3.1,Northern Rockies and Plains Climate Region,0.29,-1.29,76.5,5.8,43.0,0.4
2012-10-01,43.1,-2.1,Northern Rockies and Plains Climate Region,1.38,0.13,55.1,-3.2,31.1,-1.0
2012-11-01,33.9,3.5,Northern Rockies and Plains Climate Region,0.84,-0.12,45.0,4.0,22.8,3.1
2012-12-01,21.4,1.3,Northern Rockies and Plains Climate Region,0.95,0.08,31.2,1.1,11.6,1.5
2013-01-01,20.1,4.0,Northern Rockies and Plains Climate Region,0.66,-0.22,30.4,3.9,9.7,3.9
2013-02-01,24.5,3.7,Northern Rockies and Plains Climate Region,0.67,-0.13,34.5,2.8,14.4,4.5
2013-03-01,29.1,-0.8,Northern Rockies and Plains Climate Region,0.84,-0.31,41.1,0.0,17.0,-1.8
2013-04-01,36.5,-5.7,Northern Rockies and Plains Climate Region,1.86,0.12,48.3,-6.3,24.8,-5.0
2013-05-01,53.6,0.9,Northern Rockies and Plains Climate Region,4.17,1.55,66.3,0.8,40.8,1.0
2013-06-01,62.7,1.0,Northern Rockies and Plains Climate Region,2.58,-0.38,75.8,1.1,49.6,0.9
2013-07-01,69.3,0.6,Northern Rockies and Plains Climate Region,1.73,-0.34,83.2,0.2,55.4,1.1
2013-08-01,69.2,2.4,Northern Rockies and Plains Climate Region,1.78,0.04,83.0,1.7,55.3,3.1
2013-09-01,61.6,4.9,Northern Rockies and Plains Climate Region,2.50,0.92,74.6,3.9,48.7,6.1
2013-10-01,42.5,-2.7,Northern Rockies and Plains Climate Region,2.71,1.46,53.6,-4.7,31.5,-0.6
2013-11-01,31.2,0.8,Northern Rockies and Plains Climate Region,0.61,-0.35,42.6,1.6,19.8,0.1
2013-12-01,15.7,-4.4,Northern Rockies and Plains Climate Region,0.99,0.12,26.2,-3.9,5.1,-5.0
2014-01-01,21.0,4.9,Northern Rockies and Plains Climate Region,0.71,-0.17,32.3,5.8,9.7,3.9
2014-02-01,15.3,-5.5,Northern Rockies and Plains Climate Region,1.08,0.28,26.1,-5.6,4.6,-5.3
2014-03-01,30.0,0.1,Northern Rockies and Plains Climate Region,1.35,0.20,41.6,0.5,18.5,-0.3
2014-04-01,41.9,-0.3,Northern Rockies and Plains Climate Region,1.71,-0.03,54.8,0.2,29.1,-0.7
2014-05-01,53.2,0.5,Northern Rockies and Plains Climate Region,2.15,-0.47,66.0,0.5,40.4,0.6
2014-06-01,60.6,-1.1,Northern Rockies and Plains Climate Region,4.24,1.28,72.8,-1.9,48.2,-0.5
2014-07-01,68.1,-0.6,Northern Rockies and Plains Climate Region,1.15,-0.92,82.3,-0.7,53.9,-0.4
2014-08-01,66.6,-0.2,Northern Rockies and Plains Climate Region,3.74,2.00,79.0,-2.3,54.1,1.9
2014-09-01,57.8,1.1,Northern Rockies and Plains Climate Region,1.65,0.07,71.4,0.7,44.2,1.6
2014-10-01,48.8,3.6,Northern Rockies and Plains Climate Region,0.81,-0.44,62.2,3.9,35.4,3.3
2014-11-01,26.2,-4.2,Northern Rockies and Plains Climate Region,1.14,0.18,37.2,-3.8,15.1,-4.6
2014-12-01,24.3,4.2,Northern Rockies and Plains Climate Region,1.01,0.14,33.4,3.3,15.3,5.2
2015-01-01,23.7,7.6,Northern Rockies and Plains Climate Region,0.65,-0.23,34.1,7.6,13.2,7.4
2015-02-01,23.1,2.3,Northern Rockies and Plains Climate Region,0.71,-0.09,34.6,2.9,11.6,1.7
2015-03-01,38.6,8.7,Northern Rockies and Plains Climate Region,0.57,-0.58,52.6,11.5,24.7,5.9
2015-04-01,44.8,2.6,Northern Rockies and Plains Climate Region,1.36,-0.38,58.5,3.9,31.1,1.3
2015-05-01,51.3,-1.4,Northern Rockies and Plains Climate Region,4.23,1.61,62.8,-2.7,39.7,-0.1
2015-06-01,65.4,3.7,Northern Rockies and Plains Climate Region,2.93,-0.03,78.6,3.9,52.3,3.6
2015-07-01,68.4,-0.3,Northern Rockies and Plains Climate Region,2.35,0.28,82.1,-0.9,54.8,0.5
2015-08-01,67.4,0.6,Northern Rockies and Plains Climate Region,1.76,0.02,82.0,0.7,52.7,0.5
2015-09-01,61.7,5.0,Northern Rockies and Plains Climate Region,1.41,-0.17,76.2,5.5,47.3,4.7
2015-10-01,49.8,4.6,Northern Rockies and Plains Climate Region,1.34,0.09,62.3,4.0,37.2,5.1
2015-11-01,32.9,2.5,Northern Rockies and Plains Climate Region,1.21,0.25,43.8,2.8,22.1,2.4
2015-12-01,23.9,3.8,Northern Rockies and Plains Climate Region,1.27,0.40,32.8,2.7,15.0,4.9
2016-01-01,21.8,5.7,Northern Rockies and Plains Climate Region,0.61,-0.27,30.9,4.4,12.7,6.9
2016-02-01,31.5,10.7,Northern Rockies and Plains Climate Region,0.72,-0.08,41.8,10.1,21.2,11.3
2016-03-01,38.2,8.3,Northern Rockies and Plains Climate Region,1.29,0.14,50.8,9.7,25.5,6.7
2016-04-01,44.9,2.7,Northern Rockies and Plains Climate Region,3.11,1.37,57.1,2.5,32.7,2.9
2016-05-01,53.1,0.4,Northern Rockies and Plains Climate Region,2.97,0.35,66.1,0.6,40.2,0.4
2016-06-01,66.4,4.7,Northern Rockies and Plains Climate Region,1.66,-1.30,81.1,6.4,51.6,2.9
2016-07-01,69.1,0.4,Northern Rockies and Plains Climate Region,2.47,0.40,83.2,0.2,55.0,0.7
2016-08-01,67.0,0.2,Northern Rockies and Plains Climate Region,1.72,-0.02,81.5,0.2,52.6,0.4
2016-09-01,58.4,1.7,Northern Rockies and Plains Climate Region,2.33,0.75,71.1,0.4,45.7,3.1
2016-10-01,48.1,2.9,Northern Rockies and Plains Climate Region,2.01,0.76,60.1,1.8,36.0,3.9
2016-11-01,40.0,9.6,Northern Rockies and Plains Climate Region,0.80,-0.16,51.8,10.8,28.3,8.6
2016-12-01,15.9,-4.2,Northern Rockies and Plains Climate Region,1.38,0.51,25.6,-4.5,6.2,-3.9
2017-01-01,16.7,0.6,Northern Rockies and Plains Climate Region,0.98,0.10,25.8,-0.7,7.6,1.8
2017-02-01,27.5,6.7,Northern Rockies and Plains Climate Region,1.20,0.40,37.8,6.1,17.2,7.3
2017-03-01,36.1,6.2,Northern Rockies and Plains Climate Region,1.40,0.25,47.2,6.1,25.0,6.2
2017-04-01,43.7,1.5,Northern Rockies and Plains Climate Region,2.14,0.40,55.8,1.2,31.6,1.8
2017-05-01,53.4,0.7,Northern Rockies and Plains Climate Region,2.13,-0.49,67.0,1.5,39.8,0.0
2017-06-01,64.0,2.3,Northern Rockies and Plains Climate Region,1.71,-1.25,78.3,3.6,49.6,0.9
2017-07-01,72.7,4.0,Northern Rockies and Plains Climate Region,1.31,-0.76,88.2,5.2,57.2,2.9
2017-08-01,65.9,-0.9,Northern Rockies and Plains Climate Region,1.96,0.22,80.3,-1.0,51.6,-0.6
2017-09-01,58.1,1.4,Northern Rockies and Plains Climate Region,2.35,0.77,71.4,0.7,44.8,2.2
2017-10-01,44.9,-0.3,Northern Rockies and Plains Climate Region,1.26,0.01,58.1,-0.2,31.7,-0.4
2017-11-01,33.1,2.7,Northern Rockies and Plains Climate Region,0.96,0.00,44.0,3.0,22.2,2.5
2017-12-01,21.9,1.8,Northern Rockies and Plains Climate Region,0.97,0.10,31.8,1.7,11.9,1.8
2018-01-01,20.6,4.5,Northern Rockies and Plains Climate Region,0.75,-0.13,31.0,4.5,10.2,4.4
1992-01-01,43.2,1.6,South Climate Region,3.17,0.95,53.2,0.0,33.2,3.2
1992-02-01,50.5,4.8,South Climate Region,3.44,1.21,62.0,4.2,38.9,5.4
1992-03-01,55.8,2.7,South Climate Region,2.99,0.30,68.3,2.7,43.3,2.7
1992-04-01,62.0,-0.1,South Climate Region,2.50,-0.71,74.3,-0.3,49.7,0.1
1992-05-01,68.0,-2.2,South Climate Region,4.03,-0.02,79.2,-2.9,56.8,-1.5
1992-06-01,75.5,-2.5,South Climate Region,5.61,2.08,86.2,-3.5,64.7,-1.5
1992-07-01,80.1,-1.3,South Climate Region,4.01,0.84,91.0,-2.3,69.2,-0.3
1992-08-01,76.1,-4.6,South Climate Region,3.31,0.39,87.3,-5.5,64.8,-3.7
1992-09-01,73.6,-0.6,South Climate Region,2.66,-0.52,85.5,-0.9,61.7,-0.3
1992-10-01,64.2,0.5,South Climate Region,1.33,-1.37,78.3,1.7,50.1,-0.7
1992-11-01,48.9,-2.8,South Climate Region,4.46,1.99,59.4,-4.6,38.3,-1.1
1992-12-01,44.4,0.9,South Climate Region,3.08,0.58,54.2,-0.7,34.5,2.4
1993-01-01,41.2,-0.4,South Climate Region,3.11,0.89,50.8,-2.4,31.7,1.7
1993-02-01,44.1,-1.6,South Climate Region,2.37,0.14,55.1,-2.7,33.1,-0.4
1993-03-01,51.8,-1.3,South Climate Region,3.06,0.37,63.4,-2.2,40.2,-0.4
